Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HomeOVA,AwayOVA,OVA_diff,HT_match_played,HT_current_standing,HT_past_standing,HT_past_goal_diff,HT_past_win_rate,HT_goal_for,HT_goal_against,HT_goal_diff,HT_win_rate_season,AT_match_played,AT_current_standing,AT_past_standing,AT_past_goal_diff,AT_past_win_rate,AT_goal_for,AT_goal_against,AT_goal_diff,AT_win_rate_season,HT_3_win_streak,HT_5_win_streak,HT_3_lose_Streak,HT_5_lose_Streak,AT_3_win_streak,AT_5_win_streak,AT_3_lose_Streak,AT_5_lose_Streak,HT_5_win_rate,AT_5_win_rate,current_standing_diff,past_standing_diff,past_goal_diff_diff,past_win_rate_diff,win_rate_season_diff,goal_diff_diff
2015-09-12,Watford,Swansea,1,0,H,75,76,-1,4,3,-1,-1,0.0,2,4,-2,0.0,4,8,56,-3,0.4210526315789473,7,4,3,0.5,0,0,0,0,0,0,0,0,,,-5,-57,2,-0.4210526315789473,-0.5,-5
2015-09-12,West Brom,Southampton,0,0,D,75,77,-2,4,4,44,-13,0.2894736842105263,3,6,-3,0.25,4,5,60,21,0.4736842105263157,5,5,0,0.25,0,0,0,0,0,0,0,0,,,-1,-16,-34,-0.18421052631578938,0.0,-3
2015-09-13,Leicester,Aston Villa,3,2,H,76,75,1,3,7,41,-9,0.2894736842105263,7,4,3,0.6666666666666666,3,1,38,-26,0.2631578947368421,3,5,-2,0.0,0,0,0,0,0,0,0,0,,,6,3,17,0.026315789473684237,0.6666666666666666,5
2015-09-13,Sunderland,Tottenham,0,1,A,75,79,-4,4,2,38,-22,0.1842105263157894,6,10,-4,0.0,4,3,64,5,0.5,3,4,-1,0.0,0,0,0,0,0,0,0,0,,,-1,-26,-27,-0.3157894736842106,0.0,-3
2015-09-14,West Ham,Newcastle,2,0,H,77,77,0,3,6,47,-3,0.3157894736842105,6,2,4,0.6666666666666666,4,2,39,-23,0.2631578947368421,2,5,-3,0.0,0,0,0,0,0,0,0,0,,,4,8,20,0.05263157894736842,0.6666666666666666,7
2015-09-19,Aston Villa,West Brom,0,1,A,75,75,0,4,1,38,-26,0.2631578947368421,5,8,-3,0.0,5,5,44,-13,0.2894736842105263,3,6,-3,0.2,0,0,0,0,0,0,0,0,,0.2,-4,-6,-13,-0.026315789473684237,-0.2,0
2015-09-19,Chelsea,Arsenal,2,0,H,83,82,1,5,4,87,41,0.6842105263157895,7,12,-5,0.2,5,10,75,35,0.5789473684210527,5,3,2,0.6,0,0,0,0,0,0,0,0,0.2,0.6,-6,12,6,0.10526315789473684,-0.39999999999999997,-7
2015-09-19,Man City,West Ham,1,2,A,82,77,5,5,15,79,45,0.631578947368421,11,0,11,1.0,4,9,47,-3,0.3157894736842105,8,2,6,0.75,1,1,0,0,0,0,0,0,1.0,,6,32,48,0.3157894736842105,0.25,5
2015-09-19,Newcastle,Watford,1,2,A,77,75,2,5,2,39,-23,0.2631578947368421,2,7,-5,0.0,5,6,-1,-1,0.0,3,4,-1,0.2,0,0,0,0,0,0,0,0,0.0,0.2,-4,40,-22,0.2631578947368421,-0.2,-4
2015-09-19,Stoke,Leicester,2,2,D,77,76,1,5,2,54,3,0.3947368421052631,3,7,-4,0.0,4,10,41,-9,0.2894736842105263,10,6,4,0.75,0,0,0,0,0,0,0,0,0.0,,-8,13,12,0.10526315789473678,-0.75,-8
2015-09-19,Swansea,Everton,0,0,D,76,78,-2,5,8,56,-3,0.4210526315789473,7,5,2,0.4,5,8,47,-2,0.3157894736842105,8,5,3,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0,9,-1,0.10526315789473678,0.0,-1
2015-09-20,Liverpool,Norwich,1,1,D,79,74,5,4,4,62,4,0.4736842105263157,2,6,-4,0.25,4,4,-1,-1,0.0,5,8,-3,0.25,0,0,0,0,0,0,0,0,,,0,63,5,0.4736842105263157,0.0,-1
2015-09-20,Southampton,Man United,2,3,A,77,81,-4,5,6,60,21,0.4736842105263157,5,5,0,0.2,5,10,70,25,0.5263157894736842,6,3,3,0.6,0,0,0,0,0,0,0,0,0.2,0.6,-4,-10,-4,-0.052631578947368474,-0.39999999999999997,-3
2015-09-20,Tottenham,Crystal Palace,1,0,H,79,76,3,5,6,64,5,0.5,4,4,0,0.2,5,9,48,-4,0.3421052631578947,8,6,2,0.6,0,0,0,0,0,0,0,0,0.2,0.6,-3,16,9,0.1578947368421053,-0.39999999999999997,-2
2015-09-26,Leicester,Arsenal,2,5,A,76,82,-6,5,11,41,-9,0.2894736842105263,12,8,4,0.6,6,10,75,35,0.5789473684210527,5,5,0,0.5,0,0,0,0,0,0,0,0,0.6,0.6,1,-34,-44,-0.2894736842105263,0.09999999999999998,4
2015-09-26,Liverpool,Aston Villa,3,2,H,79,75,4,5,5,62,4,0.4736842105263157,3,7,-4,0.2,5,1,38,-26,0.2631578947368421,5,9,-4,0.0,0,0,0,0,0,0,0,0,0.2,0.0,4,24,30,0.21052631578947362,0.2,0
2015-09-26,Man United,Sunderland,3,0,H,81,75,6,6,13,70,25,0.5263157894736842,9,5,4,0.6666666666666666,5,2,38,-22,0.1842105263157894,6,11,-5,0.0,0,0,0,0,0,0,0,0,0.6,0.0,11,32,47,0.3421052631578948,0.6666666666666666,9
2015-09-26,Newcastle,Chelsea,2,2,D,77,83,-6,6,2,39,-23,0.2631578947368421,3,9,-6,0.0,6,7,87,41,0.6842105263157895,9,12,-3,0.3333333333333333,0,0,1,0,0,0,0,0,0.0,0.4,-5,-48,-64,-0.4210526315789474,-0.3333333333333333,-3
2015-09-26,Southampton,Swansea,3,1,H,77,76,1,6,6,60,21,0.4736842105263157,7,8,-1,0.16666666666666666,6,9,56,-3,0.4210526315789473,7,5,2,0.3333333333333333,0,0,0,0,0,0,0,0,0.2,0.4,-3,4,24,0.05263157894736842,-0.16666666666666666,-3
2015-09-26,Tottenham,Man City,4,1,H,79,82,-3,6,9,64,5,0.5,5,4,1,0.3333333333333333,6,15,79,45,0.631578947368421,12,2,10,0.8333333333333334,0,0,0,0,0,0,0,0,0.4,0.8,-6,-15,-40,-0.13157894736842102,-0.5,-9
2015-09-26,West Ham,Norwich,2,2,D,77,74,3,5,12,47,-3,0.3157894736842105,10,3,7,0.8,5,5,-1,-1,0.0,6,9,-3,0.2,1,0,0,0,0,0,0,0,0.8,0.2,7,48,-2,0.3157894736842105,0.6000000000000001,10
2015-09-27,Watford,Crystal Palace,0,1,A,75,76,-1,6,9,-1,-1,0.0,5,5,0,0.3333333333333333,6,9,48,-4,0.3421052631578947,8,7,1,0.5,0,0,0,0,0,0,0,0,0.4,0.4,0,-49,3,-0.3421052631578947,-0.16666666666666669,-1
2015-09-28,West Brom,Everton,2,3,A,75,78,-3,6,8,44,-13,0.2894736842105263,4,6,-2,0.3333333333333333,6,9,47,-2,0.3157894736842105,8,5,3,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.4,-1,-3,-11,-0.02631578947368418,0.0,-5
2015-10-03,Aston Villa,Stoke,0,1,A,75,77,-2,6,1,38,-26,0.2631578947368421,7,12,-5,0.0,6,3,54,3,0.3947368421052631,5,9,-4,0.0,0,0,1,0,0,0,0,0,0.0,0.0,-2,-16,-29,-0.13157894736842102,0.0,-1
2015-10-03,Chelsea,Southampton,1,3,A,83,77,6,7,8,87,41,0.6842105263157895,11,14,-3,0.2857142857142857,7,9,60,21,0.4736842105263157,10,9,1,0.2857142857142857,0,0,0,0,0,0,0,0,0.4,0.4,-1,27,20,0.21052631578947378,0.0,-4
2015-10-03,Crystal Palace,West Brom,2,0,H,76,75,1,7,12,48,-4,0.3421052631578947,9,7,2,0.5714285714285714,7,8,44,-13,0.2894736842105263,6,9,-3,0.2857142857142857,0,0,0,0,0,0,0,0,0.6,0.4,4,4,9,0.05263157894736836,0.2857142857142857,5
2015-10-03,Man City,Newcastle,6,1,H,82,77,5,7,15,79,45,0.631578947368421,13,6,7,0.7142857142857143,7,3,39,-23,0.2631578947368421,5,11,-6,0.0,0,0,0,0,0,0,0,0,0.6,0.0,12,40,68,0.3684210526315789,0.7142857142857143,13
2015-10-03,Norwich,Leicester,1,2,A,74,76,-2,6,6,-1,-1,0.0,8,11,-3,0.16666666666666666,6,11,41,-9,0.2894736842105263,14,13,1,0.5,0,0,0,0,0,0,0,0,0.2,0.4,-5,-42,8,-0.2894736842105263,-0.33333333333333337,-4
2015-10-03,Sunderland,West Ham,2,2,D,75,77,-2,6,2,38,-22,0.1842105263157894,6,14,-8,0.0,6,13,47,-3,0.3157894736842105,12,5,7,0.6666666666666666,0,0,0,0,0,0,0,0,0.0,0.6,-11,-9,-19,-0.1315789473684211,-0.6666666666666666,-15
2015-10-04,Arsenal,Man United,3,0,H,82,81,1,7,13,75,35,0.5789473684210527,10,7,3,0.5714285714285714,7,16,70,25,0.5263157894736842,12,5,7,0.7142857142857143,0,0,0,0,1,0,0,0,0.6,0.6,-3,5,10,0.052631578947368474,-0.1428571428571429,-4
2015-10-04,Everton,Liverpool,1,1,D,78,79,-1,7,12,47,-2,0.3157894736842105,11,7,4,0.42857142857142855,6,8,62,4,0.4736842105263157,6,9,-3,0.3333333333333333,0,0,0,0,0,0,0,0,0.4,0.2,4,-15,-6,-0.1578947368421052,0.09523809523809523,7
2015-10-04,Swansea,Tottenham,2,2,D,76,79,-3,7,9,56,-3,0.4210526315789473,8,8,0,0.2857142857142857,7,12,64,5,0.5,9,5,4,0.42857142857142855,0,0,0,0,1,0,0,0,0.2,0.6,-3,-8,-8,-0.07894736842105271,-0.14285714285714285,-4
2015-10-17,Chelsea,Aston Villa,2,0,H,83,75,8,8,8,87,41,0.6842105263157895,12,17,-5,0.25,7,1,38,-26,0.2631578947368421,7,13,-6,0.0,0,0,0,0,0,0,1,0,0.2,0.0,7,49,67,0.4210526315789474,0.25,1
2015-10-17,Crystal Palace,West Ham,1,3,A,76,77,-1,8,15,48,-4,0.3421052631578947,11,7,4,0.625,7,14,47,-3,0.3157894736842105,14,7,7,0.5714285714285714,0,0,0,0,0,0,0,0,0.6,0.6,1,1,-1,0.02631578947368418,0.0535714285714286,-3
2015-10-17,Everton,Man United,0,3,A,78,81,-3,8,13,47,-2,0.3157894736842105,12,8,4,0.375,8,16,70,25,0.5263157894736842,12,8,4,0.625,0,0,0,0,0,0,0,0,0.4,0.6,-3,-23,-27,-0.21052631578947367,-0.25,0
2015-10-17,Southampton,Leicester,2,2,D,77,76,1,8,12,60,21,0.4736842105263157,13,10,3,0.375,7,14,41,-9,0.2894736842105263,16,14,2,0.5714285714285714,0,0,0,0,0,0,0,0,0.6,0.4,-2,19,30,0.18421052631578938,-0.1964285714285714,1
2015-10-17,Tottenham,Liverpool,0,0,D,79,79,0,8,13,64,5,0.5,11,7,4,0.375,7,9,62,4,0.4736842105263157,7,10,-3,0.2857142857142857,0,0,0,0,0,0,0,0,0.6,0.2,4,2,1,0.026315789473684292,0.0892857142857143,7
2015-10-17,Watford,Arsenal,0,3,A,75,82,-7,7,9,-1,-1,0.0,5,6,-1,0.2857142857142857,8,16,75,35,0.5789473684210527,13,7,6,0.625,0,0,0,0,0,0,0,0,0.4,0.8,-7,-76,-36,-0.5789473684210527,-0.3392857142857143,-7
2015-10-17,West Brom,Sunderland,1,0,H,75,75,0,8,8,44,-13,0.2894736842105263,6,11,-5,0.25,7,3,38,-22,0.1842105263157894,8,16,-8,0.0,0,0,0,0,0,0,0,0,0.4,0.0,5,6,9,0.10526315789473692,0.25,3
2015-10-18,Newcastle,Norwich,6,2,H,77,74,3,8,3,39,-23,0.2631578947368421,6,17,-11,0.0,7,6,-1,-1,0.0,9,13,-4,0.14285714285714285,0,0,0,0,0,0,0,0,0.0,0.0,-3,40,-22,0.2631578947368421,-0.14285714285714285,-7
2015-10-19,Swansea,Stoke,0,1,A,76,77,-1,8,10,56,-3,0.4210526315789473,10,10,0,0.25,7,6,54,3,0.3947368421052631,6,9,-3,0.14285714285714285,0,0,0,0,0,0,0,0,0.2,0.2,4,2,-6,0.02631578947368418,0.10714285714285715,3
2015-10-24,Arsenal,Everton,2,1,H,82,78,4,9,19,75,35,0.5789473684210527,16,7,9,0.6666666666666666,9,13,47,-2,0.3157894736842105,12,11,1,0.3333333333333333,1,0,0,0,0,0,0,0,0.8,0.4,6,28,37,0.26315789473684215,0.3333333333333333,8
2015-10-24,Aston Villa,Swansea,1,2,A,75,76,-1,8,1,38,-26,0.2631578947368421,7,15,-8,0.0,9,10,56,-3,0.4210526315789473,10,11,-1,0.2222222222222222,0,0,1,1,0,0,0,0,0.0,0.0,-9,-18,-23,-0.1578947368421052,-0.2222222222222222,-7
2015-10-24,Leicester,Crystal Palace,1,0,H,76,76,0,8,15,41,-9,0.2894736842105263,18,16,2,0.5,9,15,48,-4,0.3421052631578947,12,10,2,0.5555555555555556,0,0,0,0,0,0,0,0,0.4,0.4,0,-7,-5,-0.05263157894736836,-0.05555555555555558,0
2015-10-24,Norwich,West Brom,0,1,A,74,75,-1,8,6,-1,-1,0.0,11,19,-8,0.125,9,11,44,-13,0.2894736842105263,7,11,-4,0.3333333333333333,0,0,0,0,0,0,0,0,0.0,0.4,-5,-45,12,-0.2894736842105263,-0.20833333333333331,-4
2015-10-24,Stoke,Watford,0,2,A,77,75,2,8,9,54,3,0.3947368421052631,7,9,-2,0.25,8,9,-1,-1,0.0,5,9,-4,0.25,0,0,0,0,0,0,0,0,0.4,0.4,0,55,4,0.3947368421052631,0.0,2
2015-10-24,West Ham,Chelsea,2,1,H,77,83,-6,8,17,47,-3,0.3157894736842105,17,8,9,0.625,9,11,87,41,0.6842105263157895,14,17,-3,0.3333333333333333,0,0,0,0,0,0,0,0,0.6,0.4,6,-40,-44,-0.368421052631579,0.2916666666666667,12
2015-10-25,Liverpool,Southampton,1,1,D,79,77,2,8,10,62,4,0.4736842105263157,7,10,-3,0.25,9,13,60,21,0.4736842105263157,15,12,3,0.3333333333333333,0,0,0,0,0,0,0,0,0.2,0.4,-3,2,-17,0.0,-0.08333333333333331,-6
2015-10-25,Man United,Man City,0,0,D,81,82,-1,9,19,70,25,0.5263157894736842,15,8,7,0.6666666666666666,8,18,79,45,0.631578947368421,19,7,12,0.75,0,0,0,0,0,0,0,0,0.8,0.6,1,-9,-20,-0.10526315789473684,-0.08333333333333337,-5
2015-10-25,Sunderland,Newcastle,3,0,H,75,77,-2,8,3,38,-22,0.1842105263157894,8,17,-9,0.0,9,6,39,-23,0.2631578947368421,12,19,-7,0.1111111111111111,0,0,0,0,0,0,0,0,0.0,0.2,-3,-1,1,-0.07894736842105268,-0.1111111111111111,-2
2015-10-31,Chelsea,Liverpool,1,3,A,83,79,4,10,11,87,41,0.6842105263157895,15,19,-4,0.3,9,11,62,4,0.4736842105263157,8,11,-3,0.2222222222222222,0,0,0,0,0,0,0,0,0.4,0.2,0,25,37,0.21052631578947378,0.07777777777777778,-1
2015-10-31,Crystal Palace,Man United,0,0,D,76,81,-5,10,15,48,-4,0.3421052631578947,12,11,1,0.5,10,20,70,25,0.5263157894736842,15,8,7,0.6,0,0,0,0,0,0,0,0,0.4,0.6,-5,-22,-29,-0.1842105263157895,-0.09999999999999998,-6
2015-10-31,Man City,Norwich,2,1,H,82,74,8,9,19,79,45,0.631578947368421,19,7,12,0.6666666666666666,9,6,-1,-1,0.0,11,20,-9,0.1111111111111111,0,0,0,0,0,0,1,0,0.4,0.0,13,80,46,0.631578947368421,0.5555555555555556,21
2015-10-31,Newcastle,Stoke,0,0,D,77,77,0,10,6,39,-23,0.2631578947368421,12,22,-10,0.1,9,9,54,3,0.3947368421052631,7,11,-4,0.2222222222222222,0,0,0,0,0,0,0,0,0.2,0.4,-3,-15,-26,-0.13157894736842102,-0.1222222222222222,-6
2015-10-31,Swansea,Arsenal,0,3,A,76,82,-6,10,13,56,-3,0.4210526315789473,12,12,0,0.3,10,22,75,35,0.5789473684210527,18,8,10,0.7,0,0,0,0,1,0,0,0,0.2,0.8,-9,-19,-38,-0.15789473684210537,-0.39999999999999997,-10
2015-10-31,Watford,West Ham,2,0,H,75,77,-2,9,12,-1,-1,0.0,7,9,-2,0.3333333333333333,9,20,47,-3,0.3157894736842105,19,9,10,0.6666666666666666,0,0,0,0,0,0,0,0,0.6,0.6,-8,-48,2,-0.3157894736842105,-0.3333333333333333,-12
2015-10-31,West Brom,Leicester,2,3,A,75,76,-1,10,14,44,-13,0.2894736842105263,8,11,-3,0.4,9,18,41,-9,0.2894736842105263,19,16,3,0.5555555555555556,0,0,0,0,0,0,0,0,0.6,0.4,-4,3,-4,0.0,-0.15555555555555556,-6
2015-11-01,Everton,Sunderland,6,2,H,78,75,3,10,13,47,-2,0.3157894736842105,13,13,0,0.3,9,6,38,-22,0.1842105263157894,11,17,-6,0.1111111111111111,0,0,0,0,0,0,0,0,0.2,0.2,7,9,20,0.1315789473684211,0.18888888888888888,6
2015-11-02,Tottenham,Aston Villa,3,1,H,79,75,4,9,14,64,5,0.5,11,7,4,0.3333333333333333,9,1,38,-26,0.2631578947368421,8,17,-9,0.0,0,0,0,0,0,0,1,1,0.6,0.0,13,26,31,0.2368421052631579,0.3333333333333333,13
