Date,Arsenal,Man City,Man United,Tottenham,Newcastle,Fulham,Liverpool,Brighton,Brentford,Chelsea,Aston Villa,Crystal Palace,Leicester,Wolves,Everton,West Ham,Leeds,Southampton
2023-04-04,48,45,43,36,36,32,32,31,30,27,27,23,21,20,20,17,16,15
